Animal ID,Description/Breed,Sex,Intake,Shelter County
A343756,ROTTWEILER/MIX,Female,FIELD,SoCo
A370210,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A323233,DOMESTIC LH,Male,FIELD,SoCo
A354004,DOMESTIC SH,Unknown,BORN_HERE,SoCo
A326455,PIT BULL,Neutered,FIELD,SoCo
A307341,RHOD RIDGEBACK/MIX,Male,FIELD,SoCo
A308299,CHOW CHOW,Female,OVER THE COUNTER_CORONR,SoCo
A309340,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A324068,DOMESTIC SH,Unknown,COMM CAT,SoCo
A335356,GERM SHEPHERD/POINTER,Neutered,OVER THE COUNTER,SoCo
A310001,LABRADOR RETR,Spayed,FIELD,SoCo
A307247,DOMESTIC SH,Neutered,FIELD,SoCo
A310538,DOMESTIC MH,Spayed,OVER THE COUNTER,SoCo
A392076,CHIHUAHUA SH,Male,FIELD,SoCo
A325063,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A375634,SIBERIAN HUSKY,Neutered,FIELD,SoCo
A339256,PUG/BEAGLE,Male,FIELD,SoCo
A326319,DOMESTIC SH,Female,COMM CAT,SoCo
A360645,DOMESTIC SH,Female,FIELD,SoCo
A387918,CHIHUAHUA SH/MIX,Male,FIELD,SoCo
A375103,AUST CATTLE DOG,Spayed,OVER THE COUNTER,SoCo
A351405,DOMESTIC SH,Neutered,COMM CAT,SoCo
A317906,CHIHUAHUA LH/MIX,Spayed,FIELD,SoCo
A381828,DOMESTIC SH,Spayed,FIELD,SoCo
A358669,GERM SHEPHERD,Male,FIELD,SoCo
A362500,PIT BULL,Male,OVER THE COUNTER,SoCo
A343244,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A335354,GERM SHEPHERD/POINTER,Neutered,OVER THE COUNTER,SoCo
A025673,BALINESE/JAVANESE,Spayed,FLD_CORONR,SoCo
A374184,SIAMESE,Neutered,OVER THE COUNTER,SoCo
A305062,PIT BULL/MIX,Neutered,FIELD,SoCo
A380270,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A322754,BLUETICK HOUND/MIX,Neutered,FIELD,SoCo
A339070,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A306330,LABRADOR RETR,Male,FIELD,SoCo
A309311,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A382204,ALASKAN HUSKY,Spayed,VET_HOSP,SoCo
A322344,SHIH TZU,Female,FLD_ARREST,SoCo
A386202,OLD ENG BULLDOG/PIT BULL,Spayed,FIELD,SoCo
A370988,DOMESTIC SH,Neutered,COMM CAT,SoCo
A316144,DUTCH SHEPHERD/MIX,Neutered,PRIV_SHELT,SoCo
A347030,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A336113,CHIHUAHUA SH,Female,FIELD,SoCo
A332771,POODLE MIN/MIX,Male,FLD_ARREST,SoCo
A392232,SIBERIAN HUSKY/MIX,Female,OVER THE COUNTER,SoCo
A314739,CAIRN TERRIER/MIX,Neutered,FIELD,SoCo
A344398,LABRADOR RETR/MIX,Male,FLD_ARREST,SoCo
A381915,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A330973,TR WALKER HOUND/MIX,Neutered,FIELD,SoCo
A369356,SHEEP,Female,FIELD,SoCo
A322469,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A381698,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A304881,PIT BULL,Male,OVER THE COUNTER,SoCo
A308036,LABRADOR RETR,Male,FIELD,SoCo
A337535,GERM SHEPHERD/MIX,Male,PRIV_SHELT,SoCo
A041645,LABRADOR RETR,Male,FIELD,SoCo
A355603,ROTTWEILER/AUST SHEPHERD,Neutered,PHONE,SoCo
A392056,ROTTWEILER/PIT BULL,Female,FIELD,SoCo
A368014,DOMESTIC LH/MANX,Spayed,OVER THE COUNTER,SoCo
A389988,GOOSE,Unknown,FLD_CRUEL,SoCo
A323270,SIAMESE,Spayed,OVER THE COUNTER,SoCo
A362638,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A387042,GOAT,Female,FIELD,SoCo
A370530,PARSON RUSS TER/MIX,Male,FIELD,SoCo
A372852,CHIHUAHUA SH,Male,FIELD,SoCo
A393360,PARSON RUSS TER,Unknown,FLD_CRUEL,SoCo
A343051,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A305919,LHASA APSO,Neutered,FIELD,SoCo
A374879,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A374919,DOMESTIC MH,Male,COMM CAT,SoCo
A333924,RACCOON,Unknown,FIELD,SoCo
A298166,CHIHUAHUA SH,Neutered,FIELD,SoCo
A375207,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A326740,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A321114,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A353153,SHIH TZU,Male,OVER THE COUNTER,SoCo
A330898,PIT BULL/MIX,Neutered,FIELD,SoCo
A344488,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A391749,GERM SHEPHERD,Female,OVER THE COUNTER,SoCo
A309459,DOMESTIC LH,Spayed,COMM CAT,SoCo
A312695,DOMESTIC MH,Spayed,VET_HOSP,SoCo
A341141,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A302490,CHICKEN,Male,FLD_CRUEL,SoCo
A321822,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A353356,LABRADOR RETR,Neutered,OVER THE COUNTER,SoCo
A327800,RABBIT SH,Male,OVER THE COUNTER,SoCo
A309602,LOP-MINI,Male,FIELD,SoCo
A372542,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A307499,PUG/MIX,Neutered,FIELD,SoCo
A329381,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A310714,PARSON RUSS TER/MIX,Neutered,OVER THE COUNTER,SoCo
A345959,CHIHUAHUA SH/MIX,Neutered,FIELD,SoCo
A021412,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A321407,SIAMESE,Female,COMM CAT,SoCo
A383871,DOMESTIC MH,Neutered,COMM CAT,SoCo
A335287,SIBERIAN HUSKY/MIX,Male,FIELD,SoCo
A313888,DOMESTIC SH,Neutered,COMM CAT,SoCo
A337424,GERM SHEPHERD/MIX,Spayed,FIELD,SoCo
A336691,DOMESTIC SH,Unknown,COMM CAT,SoCo
A321756,DOMESTIC SH,Spayed,COMM CAT,SoCo
A324067,DOMESTIC SH,Unknown,COMM CAT,SoCo
A362015,GOLDEN RETR,Female,FLD_HOSPTL,SoCo
A371057,TROPICAL,Unknown,FIELD,SoCo
A365266,YORKSHIRE TERR,Male,FIELD,SoCo
A319855,GERM SHEPHERD/MIX,Spayed,FIELD,SoCo
A326795,PARSON RUSS TER,Neutered,FIELD,SoCo
A344720,PARSON RUSS TER/MIX,Spayed,FIELD,SoCo
A347567,DACHSHUND/MIX,Female,FIELD,SoCo
A324073,GERM SHEPHERD,Female,FIELD,SoCo
A356285,SIBERIAN HUSKY/AUST SHEPHERD,Neutered,FIELD,SoCo
A370133,GERM SHEPHERD/MIX,Neutered,FIELD,SoCo
A063413,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A310279,TR WALKER HOUND/PIT BULL,Neutered,FIELD,SoCo
A365268,ENG BULLDOG,Male,VET_HOSP,SoCo
A303057,RABBIT SH,Neutered,OVER THE COUNTER,SoCo
A308620,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A032791,GOLDEN RETR,Spayed,FLD_CRUEL,SoCo
A374576,DOMESTIC SH,Female,FIELD,SoCo
A310511,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A336072,RABBIT SH,Neutered,OVER THE COUNTER,SoCo
A346402,SIAMESE/MIX,Spayed,FIELD,SoCo
A375556,QUEENSLAND HEEL/MIX,Neutered,FIELD_OS,SoCo
A315034,CHIHUAHUA LH/MIX,Male,OVER THE COUNTER,SoCo
A315397,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A225246,LABRADOR RETR/PIT BULL,Neutered,FLD_STRAY,SoCo
A382419,ALASKAN HUSKY/SHIBA INU,Female,FIELD,SoCo
A281474,PARSON RUSS TER/MIX,Neutered,FLD_ARREST,SoCo
A313124,DOMESTIC LH,Neutered,VET_HOSP,SoCo
A331459,RABBIT SH,Spayed,OVER THE COUNTER,SoCo
A222139,RHOD RIDGEBACK,Neutered,FLD_ARREST,SoCo
A334813,RABBIT SH,Unknown,OVER THE COUNTER,SoCo
A319997,DOMESTIC MH,Neutered,COMM CAT,SoCo
A289195,PIT BULL,Neutered,FIELD,SoCo
A345656,DACHSHUND,Unknown,FIELD,SoCo
A391858,MALTESE,Female,FIELD,SoCo
A364243,CHIHUAHUA SH,Male,FLD_HOSPTL,SoCo
A313804,PIT BULL/MIX,Neutered,FIELD,SoCo
A388798,DOMESTIC SH,Neutered,FIELD,SoCo
A242661,POODLE TOY,Female,FIELD,SoCo
A336635,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A392129,DOMESTIC LH,Female,OVER THE COUNTER,SoCo
A288204,ROTTWEILER/MIX,Neutered,FLD_ARREST,SoCo
A299783,PARSON RUSS TER,Spayed,OVER THE COUNTER,SoCo
A337807,FLAT COAT RETR/GERM SHEPHERD,Neutered,OVER THE COUNTER,SoCo
A322481,DOMESTIC LH,Spayed,FIELD,SoCo
A370444,CHIHUAHUA LH/MALTESE,Male,FIELD,SoCo
A349266,DOMESTIC MH,Spayed,OVER THE COUNTER,SoCo
A333221,HAVANA/MIX,Neutered,OVER THE COUNTER,SoCo
A329711,DOMESTIC SH,Female,VET_HOSP,SoCo
A353906,LABRADOR RETR/BORDER COLLIE,Spayed,FIELD,SoCo
A321029,DOMESTIC SH,Spayed,COMM CAT,SoCo
A308964,DOMESTIC LH/SIAMESE,Neutered,OVER THE COUNTER,SoCo
A362547,BURMESE,Spayed,FIELD,SoCo
A338042,DOMESTIC SH,Female,COMM CAT,SoCo
A316985,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A347886,GERM SHEPHERD/MIX,Neutered,FLD_ARREST,SoCo
A391149,SIAMESE/MIX,Spayed,OVER THE COUNTER,SoCo
A337638,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A391744,GERM SHEPHERD,Neutered,OVER THE COUNTER,SoCo
A371261,GREAT PYRENEES,Male,FLD_ARREST,SoCo
A303626,GOAT,Female,FIELD,SoCo
A370819,ALASKAN HUSKY,Female,FIELD,SoCo
A226814,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A308714,BORDER COLLIE,Spayed,MUN_SHELT,SoCo
A315960,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A324800,DOMESTIC LH,Female,FIELD,SoCo
A357604,POODLE MIN/MALTESE,Spayed,PRIV_SHELT,SoCo
A338076,BORDER COLLIE/MIX,Spayed,FLD_CORONR,SoCo
A298759,GERM SHEPHERD,Neutered,FIELD,SoCo
A372416,AFFENPINSCHER,Female,FIELD,SoCo
A356776,LABRADOR RETR/GOLDEN RETR,Female,FIELD,SoCo
A335115,BAT,Unknown,FLD_STRAY,SoCo
A353417,ROTTWEILER/MIX,Neutered,OVER THE COUNTER,SoCo
A372391,RABBIT SH,Spayed,FIELD,SoCo
A352650,SNAKE,Unknown,FLD_ARREST,SoCo
A025557,CHIHUAHUA SH/BEAGLE,Spayed,OVER THE COUNTER,SoCo
A347331,DOMESTIC SH,Spayed,COMM CAT,SoCo
A352756,CHIHUAHUA SH/CAIRN TERRIER,Spayed,FIELD,SoCo
A341732,SIBERIAN HUSKY,Male,FIELD,SoCo
A303608,DOMESTIC SH,Neutered,PRIV_SHELT,SoCo
A354257,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A324490,DOMESTIC SH,Spayed,COMM CAT,SoCo
A337807,FLAT COAT RETR/GERM SHEPHERD,Neutered,FIELD,SoCo
A304754,PIT BULL/MIX,Spayed,FIELD,SoCo
A324779,DOMESTIC MH,Spayed,COMM CAT,SoCo
A316349,DOMESTIC MH,Unknown,FLD_CORONR,SoCo
A349498,DOMESTIC SH,Unknown,COMM CAT,SoCo
A353918,DOMESTIC SH,Spayed,VET_HOSP,SoCo
A306222,PIT BULL,Spayed,FIELD,SoCo
A367960,AUST CATTLE DOG/MIX,Male,OVER THE COUNTER,SoCo
A341189,DOMESTIC MH,Male,FIELD,SoCo
A386229,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A351150,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A308903,PIT BULL,Female,FLD_STRAY,SoCo
A357319,PIT BULL,Spayed,FIELD,SoCo
A324731,DOMESTIC SH,Unknown,COMM CAT,SoCo
A310234,DOMESTIC SH,Spayed,FIELD,SoCo
A331579,CHIHUAHUA SH/MIX,Spayed,OVER THE COUNTER,SoCo
A340335,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A327175,CHIHUAHUA SH,Male,FIELD,SoCo
A322411,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A344643,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A364122,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A382044,DOMESTIC SH,Neutered,VET_HOSP,SoCo
A348587,GERM SHEPHERD,Spayed,FIELD,SoCo
A335426,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A322715,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A303905,PIT BULL,Neutered,FIELD,SoCo
A381705,TURKEY,Female,FIELD,SoCo
A321170,PIT BULL/MIX,Neutered,VET_HOSP,SoCo
A348131,AMER BULLDOG,Neutered,OVER THE COUNTER,SoCo
A362670,DOMESTIC SH,Neutered,FIELD,SoCo
A382161,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A362029,BORDER COLLIE/MIX,Neutered,FLD_ARREST,SoCo
A326100,PIT BULL/MIX,Spayed,FIELD_RETURN TO OWNER,SoCo
A342643,LABRADOR RETR,Female,FIELD,SoCo
A374310,DOMESTIC SH,Female,COMM CAT,SoCo
A285533,DALMATIAN/MIX,Spayed,OVER THE COUNTER,SoCo
A318371,BORDER COLLIE/MIX,Neutered,OVER THE COUNTER,SoCo
A358657,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A308227,DACHSHUND/MIX,Neutered,VET_HOSP,SoCo
A220301,PIT BULL,Neutered,FIELD,SoCo
A305639,CHIHUAHUA SH,Spayed,FIELD,SoCo
A387378,DOMESTIC MH,Unknown,OVER THE COUNTER,SoCo
A340313,DOMESTIC SH,Spayed,COMM CAT,SoCo
A306868,SIBERIAN HUSKY,Female,FIELD,SoCo
A372668,DOMESTIC MH,Male,FIELD,SoCo
A345603,PARSON RUSS TER/BEAGLE,Male,OVER THE COUNTER,SoCo
A027497,AMERICAN STAFF/PIT BULL,Spayed,FLD_EVICT,SoCo
A338548,PIT BULL/MIX,Neutered,OVER THE COUNTER,SoCo
A326683,LABRADOR RETR/PIT BULL,Spayed,FIELD,SoCo
A315303,SHEEP,Unknown,FIELD,SoCo
A339482,LABRADOR RETR/FLAT COAT RETR,Male,PRIV_SHELT,SoCo
A322627,DOMESTIC MH,Female,COMM CAT,SoCo
A352338,POODLE MIN/MIX,Neutered,FIELD,SoCo
A306381,MALTESE/YORKSHIRE TERR,Neutered,FLD_STRAY,SoCo
A357518,RABBIT SH,Female,OVER THE COUNTER,SoCo
A351396,MOUSE,Female,OVER THE COUNTER,SoCo
A317977,LABRADOR RETR,Neutered,FIELD,SoCo
A354186,LABRADOR RETR,Male,FIELD,SoCo
A335551,DOMESTIC SH,Spayed,COMM CAT,SoCo
A391512,CHICKEN,Unknown,OVER THE COUNTER,SoCo
A315377,PIT BULL,Neutered,FIELD,SoCo
A375224,REDBONE HOUND/MIX,Spayed,PRIV_SHELT,SoCo
A389041,DOMESTIC SH,Unknown,FIELD,SoCo
A040915,LABRADOR RETR,Spayed,FIELD,SoCo
A313546,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A315356,DOMESTIC SH,Female,OVER THE COUNTER_ARREST,SoCo
A302883,POODLE TOY,Spayed,PRIV_SHELT,SoCo
A303684,DOMESTIC SH,Neutered,RESCUE_GRP,SoCo
A332388,PIT BULL,Male,FIELD,SoCo
A307312,GOAT,Female,FIELD,SoCo
A335505,ALASKAN HUSKY,Male,FIELD,SoCo
A300612,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A379076,RACCOON,Male,FLD_STRAY,SoCo
A312446,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A309552,LABRADOR RETR,Neutered,FIELD,SoCo
A340098,DOMESTIC SH,Neutered,COMM CAT,SoCo
A349003,GERM SHEPHERD/MIX,Female,FIELD,SoCo
A318920,CHIHUAHUA SH/PARSON RUSS TER,Neutered,OVER THE COUNTER,SoCo
A334683,PARSON RUSS TER/MIX,Spayed,FIELD,SoCo
A268863,ENG POINTER,Neutered,OVER THE COUNTER,SoCo
A310281,GREAT PYRENEES,Neutered,FLD_EVICT,SoCo
A266163,SIBERIAN HUSKY,Male,FIELD,SoCo
A381259,PIT BULL,Male,FIELD,SoCo
A365446,DOMESTIC SH,Neutered,FIELD,SoCo
A311264,DOMESTIC SH,Spayed,COMM CAT,SoCo
A341732,SIBERIAN HUSKY,Male,FIELD,SoCo
A379586,CHIHUAHUA SH/MIN PINSCHER,Male,FIELD,SoCo
A216401,CATAHOULA/MIX,Spayed,FIELD,SoCo
A345962,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A315763,LABRADOR RETR/BLOODHOUND,Male,FIELD,SoCo
A361090,BORDER COLLIE/MIX,Male,OVER THE COUNTER,SoCo
A389360,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A280640,SIBERIAN HUSKY,Spayed,FIELD,SoCo
A306357,GERM SHEPHERD,Male,FIELD,SoCo
A273737,PIT BULL/MIX,Spayed,OVER THE COUNTER,SoCo
A369249,PIT BULL,Male,FIELD,SoCo
A316284,DOMESTIC SH,Spayed,FLD_CORONR,SoCo
A386845,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A305461,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A379284,BOXER,Male,FIELD,SoCo
A389052,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A328443,PARSON RUSS TER,Neutered,FIELD,SoCo
A362651,GERM SHEPHERD,Male,OVER THE COUNTER,SoCo
A354106,LABRADOR RETR/MIX,Male,FIELD,SoCo
A301200,SCHNAUZER MIN/MIX,Spayed,OVER THE COUNTER,SoCo
A376201,CHIHUAHUA SH,Spayed,FIELD,SoCo
A329361,DOMESTIC SH,Female,FIELD,SoCo
A338047,GERM SH POINT,Spayed,FIELD,SoCo
A381696,GERM SHEPHERD/PIT BULL,Male,OVER THE COUNTER,SoCo
A284403,CHIHUAHUA SH/DACHSHUND,Spayed,FLD_ARREST,SoCo
A344719,GERM SHEPHERD,Neutered,FIELD,SoCo
A310152,DOMESTIC MH,Unknown,FIELD,SoCo
A370669,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A390341,DOMESTIC SH,Spayed,VET_HOSP,SoCo
A341318,GERM SHEPHERD,Spayed,FIELD,SoCo
A308323,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A333941,PLOTT HOUND/MIX,Neutered,PRIV_SHELT,SoCo
A370906,DOMESTIC SH,Neutered,FIELD,SoCo
A344677,LABRADOR RETR/MIX,Male,OVER THE COUNTER,SoCo
A374546,RAT,Male,FIELD,SoCo
A342611,DOMESTIC MH,Neutered,COMM CAT,SoCo
A306204,MIN PINSCHER/CHIHUAHUA SH,Neutered,FLD_ARREST,SoCo
A313724,AKBASH/MIX,Male,FIELD,SoCo
A345804,GERM SHEPHERD,Neutered,OVER THE COUNTER,SoCo
A331818,BORDER COLLIE/GREAT PYRENEES,Neutered,FIELD,SoCo
A301725,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A317967,AMERICAN STAFF,Spayed,VET_HOSP,SoCo
A336968,DOMESTIC SH,Unknown,COMM CAT,SoCo
A332586,PUG,Neutered,FIELD,SoCo
A286556,BORDER COLLIE,Male,OVER THE COUNTER,SoCo
A391921,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A336707,AUST SHEPHERD/MIX,Spayed,FIELD,SoCo
A286351,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A309993,DOMESTIC SH,Neutered,COMM CAT,SoCo
A326194,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A311103,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A385864,CHIHUAHUA SH/MIX,Spayed,OVER THE COUNTER,SoCo
A332458,CHIHUAHUA SH/MIX,Male,VET_HOSP,SoCo
A324687,DOMESTIC LH,Spayed,FLD_ARREST,SoCo
A336464,SIAMESE,Female,FIELD,SoCo
A326889,PIT BULL/MIX,Male,FIELD,SoCo
A329120,POMERANIAN/ITAL GREYHOUND,Neutered,OVER THE COUNTER,SoCo
A373849,PIT BULL,Female,FLD_HOSPTL,SoCo
A384210,CHIHUAHUA SH/MIX,Neutered,FIELD,SoCo
A384278,GUINEA PIG,Female,OVER THE COUNTER,SoCo
A383864,GERM SHEPHERD,Male,FLD_ARREST,SoCo
A286167,AUST SHEPHERD/MIX,Spayed,FIELD,SoCo
A389112,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A313507,DOMESTIC SH,Neutered,COMM CAT,SoCo
A366508,PIGEON,Unknown,FIELD,SoCo
A329452,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A274603,PIT BULL/MIX,Spayed,OVER THE COUNTER,SoCo
A366495,SHEEP,Unknown,FIELD,SoCo
A374005,DOMESTIC SH,Male,FIELD,SoCo
A315129,PIT BULL,Male,OVER THE COUNTER,SoCo
A374600,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A368957,YORKSHIRE TERR/MIX,Female,OVER THE COUNTER,SoCo
A321626,CHIHUAHUA SH/MIX,Male,OVER THE COUNTER,SoCo
A345613,GERM SHEPHERD/LABRADOR RETR,Spayed,FIELD,SoCo
A265198,BASSET HOUND,Neutered,OVER THE COUNTER,SoCo
A361687,CHICKEN,Female,FLD_ARREST,SoCo
A366433,CHIHUAHUA SH,Neutered,FIELD,SoCo
A343346,PIT BULL/MIX,Spayed,FIELD,SoCo
A038388,PIT BULL/LABRADOR RETR,Neutered,FLD_ARREST,SoCo
A331298,GERM SHEPHERD/MIX,Male,FIELD,SoCo
A308329,PIT BULL,Male,OVER THE COUNTER,SoCo
A343402,LABRADOR RETR,Spayed,FIELD,SoCo
A357359,CHICKEN,Female,FIELD,SoCo
A338538,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A321718,PIT BULL/MIX,Male,FIELD,SoCo
A356577,DOMESTIC SH,Neutered,FLD_ARREST,SoCo
A362587,CHIHUAHUA SH/MIX,Neutered,MUN_SHELT,SoCo
A377782,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A316584,PIT BULL,Male,OVER THE COUNTER,SoCo
A316720,PIT BULL,Neutered,FLD_ARREST,SoCo
A392124,LOP-AMER FUZZY,Neutered,OVER THE COUNTER,SoCo
A327114,BEAGLE/MIX,Male,FIELD,SoCo
A341287,CATAHOULA/MIX,Neutered,VET_HOSP,SoCo
A377588,DOMESTIC SH,Unknown,FIELD,SoCo
A332779,PIT BULL,Female,VET_HOSP,SoCo
A384871,SIBERIAN HUSKY,Male,FIELD,SoCo
A319604,DOMESTIC SH,Spayed,FIELD,SoCo
A329795,DACHSHUND/CHIHUAHUA SH,Neutered,FIELD,SoCo
A375593,BAT,Unknown,OVER THE COUNTER_STRAY,SoCo
A310238,POODLE MIN/MIX,Female,OVER THE COUNTER,SoCo
A362302,PIT BULL/MIX,Spayed,OVER THE COUNTER,SoCo
A277086,PIT BULL/BULLMASTIFF,Neutered,FLD_ARREST,SoCo
A375922,GERM SHEPHERD/MIX,Male,FIELD,SoCo
A308370,FRENCH BULLDOG,Neutered,FIELD,SoCo
A384556,CHIHUAHUA SH/MIX,Female,FIELD,SoCo
A339036,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A365609,PIT BULL/MIX,Male,FIELD_RETURN TO OWNER,SoCo
A374802,DOMESTIC SH,Unknown,BORN_HERE,SoCo
A375703,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A298489,PIT BULL/MIX,Spayed,FLD_ARREST,SoCo
A333267,DOMESTIC SH,Spayed,FIELD,SoCo
A342307,GERM SHEPHERD,Spayed,FIELD,SoCo
A309235,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A309142,DOMESTIC SH,Neutered,COMM CAT,SoCo
A310247,CHIHUAHUA SH,Female,FIELD,SoCo
A347040,AMER BULLDOG/MIX,Neutered,FIELD,SoCo
A332416,GREAT PYRENEES/CATAHOULA,Neutered,OVER THE COUNTER,SoCo
A375104,PIT BULL,Male,FIELD,SoCo
A261392,SHIH TZU/MIX,Spayed,OVER THE COUNTER,SoCo
A360902,PIT BULL/MIX,Female,FIELD,SoCo
A322604,CHIHUAHUA SH/PARSON RUSS TER,Spayed,OVER THE COUNTER,SoCo
A326283,CHIHUAHUA SH/MIX,Female,FIELD,SoCo
A354292,QUEENSLAND HEEL/MIX,Spayed,OVER THE COUNTER,SoCo
A312031,DOMESTIC SH,Spayed,COMM CAT,SoCo
A347495,GERM SHEPHERD/SIBERIAN HUSKY,Spayed,OVER THE COUNTER,SoCo
A310672,PIT BULL,Male,FLD_ARREST,SoCo
A374242,BAT,Unknown,FLD_STRAY,SoCo
A349745,SNOWSHOE/MIX,Neutered,PRIV_SHELT,SoCo
A339217,DOMESTIC SH,Spayed,COMM CAT,SoCo
A344733,CHIHUAHUA SH,Male,FIELD,SoCo
A321718,PIT BULL/MIX,Male,FLD_EVICT,SoCo
A384600,GERM SH POINT/MIX,Male,OVER THE COUNTER,SoCo
A037509,AUST KELPIE/MIX,Spayed,FIELD,SoCo
A349835,CHIHUAHUA SH,Neutered,FIELD,SoCo
A319811,MIN PINSCHER/MIX,Neutered,FIELD,SoCo
A353896,DOMESTIC SH,Spayed,COMM CAT,SoCo
A377106,DOMESTIC SH,Spayed,BORN_HERE,SoCo
A390896,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A347899,PIT BULL,Male,FIELD,SoCo
A282990,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A387036,PIT BULL/CHINESE SHARPEI,Spayed,FIELD,SoCo
A365463,GERM SHEPHERD,Male,FIELD,SoCo
A363845,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A387065,AM PIT BULL TER,Male,OVER THE COUNTER,SoCo
A278750,PIT BULL/DALMATIAN,Spayed,OVER THE COUNTER,SoCo
A354062,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A390433,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A316341,PIT BULL,Male,FLD_ARREST,SoCo
A336767,CAVALIER SPAN/MIX,Neutered,FIELD,SoCo
A317544,WELSH CORGI CAR/MIX,Neutered,FIELD,SoCo
A349285,ROTTWEILER,Female,FIELD,SoCo
A345446,PARSON RUSS TER/CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A345881,BORDER COLLIE,Neutered,OVER THE COUNTER,SoCo
A304977,DOMESTIC MH,Spayed,OVER THE COUNTER,SoCo
A347144,LABRADOR RETR/BORDER COLLIE,Female,FLD_ARREST,SoCo
A355652,SIBERIAN HUSKY/MIX,Neutered,FIELD,SoCo
A333208,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A339102,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
